勤劳 、 勇敢 、 聪明 、 智慧 的 中国人 一定 会 解决 好 自己 的 事情 , 最终 实现 祖国 的 完全 统一 。	<bos> the hard-working , brave , clever , and wise chinese people can surely solve their own affairs and will finally realize the motherland 's complete reunification . <eos>
一些 人 甚至 认为 , 美国 当初 不 听 忠告 , 把 事情 搞 得 这样 糟 , 是 咎由自取 。	<bos> some people even believe that the united states asked for it since it refused to heed advice initially and had made a mess of things . <eos>
目前 , 台湾 主要 航商 几乎 都 已 完成 直航 前 在 大陆 的 “ 卡位 ” 战和 相关 的 前置 工作 。	<bos> at present the main taiwan shipping companies have apparently completed their " struggle for berths " and associated preparatory work prior to the opening of direct sea routes . <eos>
李 主席 并 表示 , 有 机会 看 歌仔戏 , 再 让 大家 看看 ‘ 现代 的 王莽 ’ 是 什么 样子 。	<bos> chairman lee also said that all the people will have a chance to watch a play and see what a " modern wang mang " looks like . <eos>
美国 的 财富 是 美国 的 , 中国 的 资源 是 中国 的 , 英国 的 专利 是 英国 的 。	<bos> the wealth of the united states belongs to the united states . the resources in china belong to china . british patents belong to britain . <eos>
车 灯 熄灭 后 , 吉普车 就 像 一 个 小 沙包 , 静静 地 卧在离 发射架 不 远 的 地方 。	<bos> after the lights were switched off , the jeep was like a small sandbag quietly waiting at a spot not far from the launching tower . <eos>
我 就 是 想 近 距离 观察 “ 神舟 ” 飞天 … … 凯旋 之后 , 现在 我 终于 可以 说 了 。	<bos> i just wanted to watch the " shenzhou " soar into the heaven from nearby .. after the triumph , i can finally talk about it now . <eos>
钱学森 指 着 王永志 对 总设计师 说 : “ 这个 年轻人 的 意见 对 , 就 按 他 的 办 ！ ”	<bos> pointing at wang yongzhi , qian xuesen said to the chief designer : " this young man 's opinion is correct , and do as he says ! " <eos>
果然 , 火箭 卸出 一些 推进剂 后 射程 变 远 了 , 连 打 三 发 导弹 , 发发 命中 目标 。	<bos> it turned out that the rocket 's range lengthened after some of the propellant was removed , and all the three missiles launched hit the target . <eos>
第二 天 , 沈荣骏 从 北京 飞到 发射场 , 立即 召开 了 是否 打开 飞船 大 底 抢修 的 技术 讨论会 。	<bos> the following day he flew to the launch site and immediately convened a technical discussion meeting on whether to open up the craft to carry out crash repairs . <eos>
我 向 发射架 看去 , 火箭 上 飞船 的 顶端 逃逸塔 的 细尖 在 黑暗 的 大漠 中 晶莹 闪光 。	<bos> i looked toward the launch tower ; the tip of the spacecraft atop the rocket glinted in the dark desert as it moved away from the tower . <eos>
刘 指挥长 说起 戈壁 航天城 来 充满 了 感情 , 就 连 十八万 棵 新疆杨 都 充满 了 生命 深情 。	<bos> commander liu was full of emotion as he talked about the space city in the gobi , and even the 180,000 xinjiang poplars were full of vitality . <eos>
而 在 每 周 最 宁静 的 双休日 , 刘明山 就 会 手 捧 鲜花 独自 站 在 妻子 的 墓前 。	<bos> on the two rest days of the week , when things are quietest , liu mingshan brings flowers and stands alone before his wife 's memorial . <eos>
领导 交给 我 的 任务 , 我 不仅 一定 要 按时 完成 , 还 要 保证 比 领导 的 期望值 更 高 。 ”	<bos> i will not only fulfill on time the task assigned me by the leadership but will ensure that it exceeds the leadership 's expectations . " <eos>
我国 的 科技 出版 正 承载 着 过 多 的 科技 期刊 和 对 国外 评价 系统 过于 强调 的 双 重 压力 。	<bos> china 's science and technology publishers have borne the dual pressures of a surplus number of science and technology magazines and an excessive emphasis on foreign appraisal systems . <eos>
这 就 是 说 , 15 年 间 , 在 国内 科技 期刊 上 发表 的 相对 论 文数 下降 了 26.2% 。	<bos> this means that in a period of 15 years , the number of articles published in scientific and technical periodicals domestically in china fell relatively by 26.2 percent . <eos>
对 国外 评价 系统 的 过分 强调 , 既 不 符合 客观 实际 , 也 不利于 中国 科技 期刊 的 发展 。	<bos> the overemphasis on publishing abroad is not only divergent from objective reality , but also is not advantageous to the development of china 's scientific and technical journals . <eos>
在 干预 过程 中 它 甚至 为 美国 创造 出 一 种 新 的 战争 形态 : “ 不 接触战 ” 。	<bos> in the course of its interventions , it has even created for the united states a new method of war : " war without engagement . " <eos>
政治 稳定 、 经济 增长 、 社会 发展 , 很 大 程度 上 依赖于 信息 的 生产 、 扩散 和 应用 。	<bos> political stability , economic growth , and social development depend to a very great extent on the production , dissemination , and application of information . <eos>
以色列 空袭 黎巴嫩 后 , 巴方 立即 作出 了 强烈 反应 , 对 以方 漠视 地区 和平 进程 的 蛮横 行径 表示 愤慨 。	<bos> after israel began the air raids , palestine immediately made a strong response , expressing indignation over israel 's arrogant act of ignoring the regional peace process . <eos>
根据 世贸 组织 的 有关 规定 , 发展中 国家 将 在 一些 方面 享受 不同于 发达 国家 的 差别 和 优惠 待遇 。	<bos> according to the relevant wto provisions , developing countries will in some respects enjoy differentials and favored treatment that are different from the developed countries . <eos>
西部 地区 和 生态 脆弱 地区 要 加快 发展 有利于 保护 生态 环境 的 特色 高效 农业 和 旱作 节水 农业 。	<bos> the ecologically fragile areas in western china will speed up the development of agricultural production and water-efficient dry crops that can help preserve the ecological environment . <eos>
此外 , 要 加强 行业 管理 和 政策 引导 。 加快 农产品 市场 信息 体系 和 农业 质量 标准 体系 建设 等 工作 。	<bos> meanwhile , we will tighten the management of various trades with guidelines and speed up setting up the systems governing market information and agricultural standards . <eos>
这 一 结果 充分 说明 发展中 国家 和 发达 国家 在 处理 全球 经济 事务 中 存在 的 矛盾 日益 尖锐 。	<bos> the result of that meeting fully demonstrated the heightened conflict between the developing and the developed countries in the ways they handled global economic affairs . <eos>
第三 , 公开 拍卖 国内 航线 权 , 鼓励 竞争 , 取消 对 。 民航 总局 所 属 企业 的 垄断权 和 特权 。	<bos> third , it is necessary to sell domestic air route rights by open auction to encourage competition and remove the monopoly and privileges of caac-affiliated enterprises . <eos>
澳门 实现 平稳 过渡 、 政权 顺利 交接 , 是 “ 一 国 两 制 ” 又 一 成功 实践 。	<bos> the steady transition of macao and the smooth handover of power is another successful practice of the " one country , two systems " concept . <eos>
澳门 回归 祖国 后 , 澳门 特别 行政区 与 台湾 地区 的 关系 成为 两 岸 关系 特殊 组成 部分 。	<bos> after macao 's return to the motherland , the relationship between the msar and the region of taiwan has become a special component part of the cross-strait relationship . <eos>
去年 , 盐田港 的 集装箱 吞吐量 达 1589 万 标箱 , 使 深圳 港口 的 集装箱 吞吐量 跃居 全 国 第二 位 。	<bos> last year the port handled 15.89 million containers , a figure which lifted the port into the status of china 's second largest container port . <eos>
李鹏 说 , 广东 核电 几 年 取得 了 很 大 的 成绩 , 希望 你们 继续 努力 , 好上加好 。	<bos> li peng said that guangdong nuclear power has achieved great success in recent years , and i hope you will continue to work hard and do still better . <eos>
取得 如此 多 的 科技 成果 , 主要 得益于 坚持 了 党 的 科技 政策 , 尊重 知识 , 尊重 人才 。	<bos> we mainly owe these scientific and technological achievements to our adherence to the party 's scientific and technological policies and respect to knowledge and talent . <eos>
她 虽然 经历 了 生活 的 种种 艰辛 和 磨难 , 但 始终 未 改 爱国 拥军 的 坚定 信念 。	<bos> even though she suffered all kinds of hardships in life , she has never changed her faith and continued to love the country and support the army . <eos>
如果 没有 部队 和 社会 的 关爱 , 他 也许 活 不 到 今天 , 我 衷心感谢 党 、 感谢 部队 ！	<bos> without the love of the army and society , he could not have lived today . i am sincerely grateful to the party and the army ! <eos>
2 月 12 日 , 人民 日报 发表 了 《 全 社会 都 要 关心 支持 教育 事业 》 的 评论员 文章 。	<bos> renmin ribao on 12 february published a commentator 's article entitled " all members of society should concern themselves with and give support to education undertakings . " <eos>
从 今年 春季 开学 始 , 所有 中 小 学校 必须 坚决 取消 按 考试 成绩 公布 学生 名次 的 错误 做法 。	<bos> starting immediately after this spring term begins , all middle schools and primary schools must resolutely abolish the practice of publishing students ' test score rankings . <eos>
一 个 “ 更 ” 字 , 充分 体现 了 我们 对 台湾 人民 意见 、 作用 的 重视 与 尊重 。	<bos> the words " all the more " fully reflect that we have paid attention to and respected the opinions and role of the taiwan people . <eos>
结果 两 市 十四日 平均 升幅 皆 逾 百分之九 , 且 成交 近 五百亿 , 是 典型 的 “ 价升量 增 ” 行情 。	<bos> both markets posted an average gain of more than nine percent at the close , with the total volume of transaction almost touching 50 billion [ shares ] . <eos>
通过 股票 市场 筹集 资金 , 从 一九九二年 的 五十亿 元 , 一九九七年 的 一千三百亿 元 , 到 一九九九年 的 一千五百多亿 元 。	<bos> funds raised through the stock market grew from the 5 billion yuan in 1992 to 130 billion yuan in 1997 and more than 150 billion yuan in 1999 . <eos>
不少 业内 人士 对于 中国 证监会 和 央行 发出 的 两 项 新 措施 , 都 认为 有利于 刺激 股票 市场 。	<bos> many people in the securities industry believe the two new measures announced by the csrc and the central bank are conducive to stimulating the stock market . <eos>
我国 吸引 外资 的 两 大 优势 一 是 庞大 的 市场 潜力 , 二 是 较为 低廉 的 劳动力 。	<bos> our country has two favorable conditions for attracting foreign capital : one is the tremendous market potential , and the other is relatively cheap labor . <eos>
经 法院 审理 , 以 非法 经营 罪 判处 戴明益 有期 徒刑 6 年 , 没收 财产 1 万 元 。	<bos> the court tried the case and sentenced dai mingyi to a six-year imprisonment on the charge of engaging in illegal business and confiscated his property of 10,000 yuan . <eos>
中国 还 发展 一 种 “ 53h2 型 ” 导弹 护卫舰 ; 具有 “ 三 防 ” 能力 和 电子战 系统 。	<bos> china also has developed " 53h2-type " guided missile escort ships , which are equipped with " three defenses " capability and an electronic war system . <eos>
有关 所谓 的 “ 中 俄 携手 反对 外空 军备 竞赛 ” , 朱邦造 明确 表示 , 这个 提法 不 确切 。	<bos> as for the so-called " sino-russian joint opposition to an arms race in outer space , " zhu bangzao said clearly that it is inaccurate . <eos>
他 表示 , 唐 外长 访问 伊朗 将 会 对 进一步 发展 两 国 的 友好 合作 关系 作出 积极 贡献 。	<bos> he indicated that foreign minister tang 's visit to iran will make a positive contribution to the further development of the two countries ' friendly cooperative relations . <eos>
他 说 , 由于 网络 经济 正在 成为 推动 国家 经济 持续 增长 的 重要 因素 之一 , 网络 安全 也 尤为 重要 。	<bos> he said : as the network economy is one of the important factors promoting a country 's sustained economic growth , network security is of particular importance . <eos>
中国 吸引 外资 的 两 大 优势 一 是 庞大 的 市场 潜力 , 二 是 较为 低廉 的 劳动力 。	<bos> china has two advantages to attract foreign capital . first , it has tremendous market potential . second , it has a comparatively cheap labor force . <eos>
最近 , 美国 总统 克林顿 和 国务卿 奥尔布赖特 相继 发表 讲话 , 称 美国 政府 将 对 该 法案 进行 最终 否决 。	<bos> recently , president clinton and secretary of state madeleine albright respectively have issued a statement stressing that the us government will eventually veto the act . <eos>
加入 世贸 组织 , 进一步 扩大 对外 开放 , 将 对 促进 我国 国民 经济 的 发展 具有 重要 意义 。	<bos> joining the wto and further expanding our opening up to the world will be of great significance for spurring the development of our national economy . <eos>
编者 按 : 人类 进入 了 新 的 千 年 , 各 国 政府 都 在 规划 新 世纪 的 发展 蓝图 。	<bos> editor 's note : with the dawn of a new millennium , governments of all countries are drawing up development blueprints for a new century . <eos>
材料 说 , 去年 北京 共 破获 贩毒 案件 五百二十六 起 , 查获 毒贩子 七百余 名 , 收缴 毒品 十三点八万 克 。	<bos> it was said at the briefings that beijing cracked 526 cases of drug-trafficking , arrested more than 700 drug-traffickers , and seized 138,000 grams of narcotics . <eos>
大量 事实 证明 , 社会 对 网络 系统 的 依赖性 越 大 , 计算机 犯罪 的 发案率 就 越 高 。	<bos> a host of facts have proved that the greater the dependence of society on network systems , the higher the incidence of computer crime becomes . <eos>
他 指出 , 我国 网络 发展 迅速 , 但 网络 安全 方面 的 专家 较 少 , 一些 网站 还 缺乏 安全 意识 。	<bos> he pointed out : networks have developed rapidly in our country but we have rather few experts in network security and some websites still lack security consciousness . <eos>
目前 我国 的 重要 机构 对 网络 的 依赖性 越来越 强 , 如 让 黑客 袭击 得 手 , 后果 将 非常 严重 。	<bos> as china 's major organizations are now becoming increasingly dependent on networks , there will be extremely grave consequences should hackers succeed in their assaults . <eos>
另 一 方面 , 要 切实 加强 对 进出口 产品 质量 的 监督 管理 , 认真 探索 更加 有效 的 管理 方法 。	<bos> in addition , we should conscientiously tighten supervision and control over the quality of export and import products , and earnestly search for more effective methods of supervision . <eos>
温家宝 在 中央 金融 工委 第十四 次 全委 ( 扩大 ) 会议 上 强调 领导 干部 要 过好 “ 五 关 ”	<bos> wen jiabao speaks at ctrl financial work cmtte 's enlarged mtg 15 feb , urging leading cadres of financial depts to be uncorrupt and disciplined . <eos>
党 中央 对 深入 开展 “ 三 讲 ” 教育 、 巩固 和 扩大 教育 成果 作出 了 一 系列 重要 指示 。	<bos> the cpc central committee has issued a series of important instructions on launching the " three stresses " education and consolidating and enlarging its fruits . <eos>
特别是 要 深入 思考 本 地区 、 本 部门 还 有 哪些 影响 改革 、 发展 、 稳定 的 重大 问题 需要 解决 。	<bos> in particular , we must thoroughly consider which major problems affecting reform , development , and stability in our own areas and departments need to be resolved . <eos>
许志功 在 报告会 上 讲述 了 自己 20 年 来 矢志 学习 、 研究 和 宣传 邓小平 理论 的 历程 。	<bos> at the report meeting , xu zhigong described how he made up his mind to learn and his experience in studying and disseminating deng xiaoping theory . <eos>
当前 , 国家 和 军队 的 改革 不断 深化 , 新 情况 、 新 问题 层出不穷 , 各 项 任务 十分 繁重 。	<bos> at present , reforms of state and military affairs are intensifying and new situations and problems are emerging constantly . therefore we are faced with many heavy tasks . <eos>
今年 , 各 执收 执罚 部门 将 全面 实行 “ 收支 两 条 线 ” 管理 , 把 这 项 工作 推向 深入 。	<bos> this year , all the fee and fine collecting departments will comprehensively and thoroughly practice " separation between revenue and expenditure " in revenue management . <eos>
第二十一 条 实施 行政 处分 的 权限 以及 不 服 行政 处分 的 申诉 , 按照 国家 有关 规定 办理 。	<bos> article 21 . the enforcement of authority in administrative punishment and the appeal of administrative punishment shall be handled in accordance with the relevant state regulations . <eos>
只 靠 引进 , 绝对 是 跟 在 人家 后面 跑 , 别人 的 关键 的 技术 , 能 给 竞争 对手 吗 ？	<bos> if we rely solely on imported technologies , we will definitely be lagging behind others . can any foreign company give its key technologies to a competitor ? <eos>
为 适应 国家 西部 大 开发 战略 的 需要 , 交通部 已 着手 规划 建设 八 条 西部 开发 大 通道 。	<bos> to meet the need of the great national strategy of developing the western region , the ministry of communications has made plans to build eight major transportation lines . <eos>
我 党 思想 政治 工作 基本 理论 的 重要 教材 《 毛泽东 邓小平 江泽民 论 思想 政治 工作 》 出版 发行	<bos> " mao zedong , deng xiaoping , jiang zemin on ideological & political work , " edited by central propaganda department , published recently. cites book 's gist . <eos>
请 问 中方 对 两 位 国际 组织 驻 伊 代表 为 抗议 联合国 对 伊 制裁 先后 辞职 有 何 评论 ？	<bos> does china have any comment on the resignation one after the other of the two iraqi-based representatives of international organizations to protest un sanctions against iraq ? <eos>
朱邦造 说 , 中国 敦促 有关 成员国 采取 建设性 的 和 负责任 的 态度 为 改善 伊 人道主义 状况 创造 条件 。	<bos> zhu bangzao said : china urges relevant member states to adopt a constructive and responsible attitude and create conditions for the improvement of the humanitarian situation in iraq . <eos>
江泽民 在 一九九五年 提出 的 发展 两 岸 关系 、 推进 祖国 和平 统一 进程 的 八 项 主张 也 没有 改变 。	<bos> the eight-point proposition put forward by jiang zemin in 1995 on developing cross-strait relations and advancing the process of reunifying the motherland through peaceful means has not changed . <eos>
朱 ( 金字旁容)基 强调 指出 , 我们 的 政府 是 人民 政府 , 廉洁 从政 是 最 起码 的 要求 。	<bos> zhu rongji emphatically pointed out that our government is a people 's government , and a clean and honest administration is a minimum requirement for such a government . <eos>
以 朱丽兰 为首 的 中国 政府 代表团 16 日 下午 抵达 萨格勒布 , 18 日 还 将 参加 梅西奇 总统 的 就职 典礼 。	<bos> the chinese government delegation led by zhu lilan arrived in zagreb on the afternoon of 16 february and will attend president mesic 's inauguration on 18 february . <eos>
据悉 , 在 上述 的 背景 下 , 才 有 昨日 传出长 和 系 及 盈动 洽购 香港 电讯 的 消息 。	<bos> reportedly , against the aforementioned background , news spread yesterday that cheung kong holdings , hutchison whampoa , and pacific cent cyber planned to buy hong kong telecom . <eos>
当 这个 训练法 刚刚 提出 时 , 曾 遭到 专家们 的 强烈 反对 , 不少 人 认为 这 简直 是 无稽之谈 。	<bos> the training method was strongly opposed by experts when first proposed . quite a few people thought it sheer nonsense to train people this way . <eos>
第一 个 看法 是 对 目前 中国 经济 结构性 矛盾 的 简要 归纳 , 第二 个 方面 是 提出 一些 政策性 的 建议 。	<bos> one is the current contradictions in china 's economic structure that i summed up in brief , and the other is some policy-related suggestions that i made . <eos>
另外 , 居民 目前 正在 由 消极 的 储蓄者 变成 积极 的 投资者 , 而 资本 市场 一 系列 制度 都 不 配套 。	<bos> besides , residents are now changing from passive depositors to active investors , but the capital market lacks a series of coordinated rules and regulations . <eos>
总之 , 公共 产品 供给 不 足 以及 政府 职能 的 不到位 , 可能 是 诸多 结构 矛盾 中 最 核心 的 问题 。	<bos> in short , the shortage of public goods supply and the government 's functions being out of place are perhaps the core problems of the numerous structural contradictions . <eos>
第一 , 进行 结构 调整 最 直接 的 目标 , 是 尽快 使 中国 经济 回复 到 正常 增长 的 轨道 上 去 。	<bos> first , the most direct goal of making structural adjustment is to bring china 's economy back to the normal orbit of growth as quickly as possible . <eos>
包括 中央 政府 、 地方 政府 合理 的 事权 划分 , 这样 才 不至于 干扰 市场 机制 的 正常 运转 。	<bos> the central and local governments ' powers in office should be reasonably differentiated so that they will not intervene in the normal operations of the market mechanism . <eos>
此外 , 还 开征 了 土地 增值税 、 固定 资产 投资 方向 调节税 等 , 目的 是 通过 税收 调节 抑制 投资 过热 。	<bos> moreover , china instituted land value-added taxes and regulatory taxes on investment in fixed assets , with a view to reining in overheating in investment through tax regulation . <eos>
权威 人士 表示 : 政策 调整 要 相机而动 , 但是 一 国 的 税制 还 是 应该 保持 相对 稳定 。	<bos> authoritative figures said : although policy adjustment should be carried out in a timely fashion , a country should still keep its tax system relatively stable . <eos>
中小学生 负担 过重 是 长期 以来 困扰 我国 教育 工作 的 顽症 , 已经 成为 青少年 健康 成长 的 障碍 。	<bos> the heavy burden on primary and secondary school students is a chronic problem in china 's education and an obstacle to teenagers ' healthy growth . <eos>
教育 部门 和 全 党 全 社会 要 共同 努力 , 齐抓共管 , 采取 切实 可行 的 措施 , 力求 收到 实效 。	<bos> the education department , the entire party , and the whole society should make joint efforts to strengthen management and adopt feasible measures to strive for practical results . <eos>
要 进一步 改革 招生 考试 制度 , 尽快 建立 符合 素质 教育 要求 的 招生 考试 制度 和 教育 评价 制度 。	<bos> it is also necessary to further reform the entrance examination system and promptly establish entrance examination and education appraisal systems that meet the requirements of quality education . <eos>
他 说 , 继 中 美 双方 达成 双边 协议 后 , 中国 与 其它 世贸 组织 成员 的 谈判 进程 明显 加快 。	<bos> he said : following the conclusion of the sino-us bilateral agreement , the process of negotiations between china and other wto members has accelerated noticeably . <eos>
钱 副总理 强调 指出 , 台湾 问题 始终 是 中 美 关系 中 最 重要 、 最 敏感 的 核心 问题 。	<bos> vice premier qian emphatically pointed out : the taiwan issue has always been the most important and the most sensitive issue at the core of sino-us relations . <eos>
继 昨天 与 朱 ( 金字旁容)基 总理 交换 意见 后 , 今天 上午 又 与 外经贸部 部长 石广生 举行 了 会谈 。	<bos> following his exchange of views with premier zhu rongji yesterday , this morning he held talks with shi guangsheng , minister of foreign trade and economic cooperation . <eos>
他 同时 表示 , 中国 加入 世贸 组织 还 需要 与 欧盟 和 墨西哥 等 世贸 组织 成员 进行 谈判 。	<bos> he also said that , to join the wto , china still needs to hold talks with eu , mexico , and other members of the wto . <eos>
这 将 使 引进 外资 总额 大幅度 增长 , 可望 从 一九九八年 的 四百五十亿 美元 增加 到 二00五年 的 一千亿 美元 。	<bos> this will enormously increase the total amount of foreign capital introduced into this country , hopefully from 1998 's $ 45 billion to $ 100 billion in 2005 . <eos>
通知 要求 , 各 级 人事 部门 要 充分 发挥 所 属 人才 市场 的 作用 , 为 毕业生 就业 提供 优质 服务 。	<bos> the circular urges : personnel departments at all levels should give full play to the role of their subordinate personnel markets to provide good-quality service to the graduates . <eos>
去年 的 九 届 人大 二 次 会议 是 由 副委员长 姜春云 做 常委会 工作 报告 , 李鹏 委员长 主持 。	<bos> at the second session of the ninth npc , vice chairman jiang chunyun delivered the npc standing committee report , while chairman li peng presided over the session . <eos>
各 级 领导 干部 要 勤政 廉政 , 两 袖 清风 , 努力 增强 党委 班子 的 凝聚力 和 战斗力 。	<bos> leading cadres at all levels should be clean , honest , and industrious . we should strive to increase the party committees ' rally force and fighting capacity . <eos>
朱 ( 金字旁容)基 指出 , 今年 我国 改革 和 发展 的 任务 很 繁重 , 做好 海关 工作 具有 十分 重要 的 意义 。	<bos> zhu rongji noted the great arduousness of this year 's reform and development tasks , hence the great significance of doing well in the customs work . <eos>
第二 , 李登辉 ‘ 两国论 ’ 进一步 强化 了 中共 领导人 ‘ 晚 统一 不 如 早 统一 好 ’ 的 逼切 愿望 。	<bos> second , lee teng-hui 's " two-state theory " further strengthened cpc leaders ' earnest hope that " an early reunification is better than a late one . " <eos>
这 一 举措 使 广大 生产 企业 和 科研 院所 直接 参与 国际 竞争 , 推动 了 外贸 出口 的 扩大 。	<bos> this move has enabled numerous manufacturing enterprises and scientific research institutes to directly participate in the international competition , thus having helped expand foreign trade and export . <eos>
四 、 已 故 领导 同志 的 故居 和 生前 工作 过 的 场所 应 正常 使用 , 不 得 擅自 辟为 纪念地 。	<bos> 4 . late leading comrades ' former residences and places of work should be used normally and shall not be turned into commemorative sites without authorization . <eos>
《 通知 》 指出 , 所 称 已 故 领导 同志 , 是 指 生前 担任省 、 部级 以上 领导 职务 的 同志 。	<bos> the late leading comrades discussed in this paper refer to comrades who held leadership positions of the provincial-ministerial level before their death , the circular pointed out . <eos>
“ 前言 ” 指出 , 解决 台湾 问题 , 实现 中国 完全 统一 , 是 中华 民族 的 根本 利益 。	<bos> the " preface " points out that resolving the taiwan issue and realizing the complete reunification of china is in the fundamental interests of the chinese nation . <eos>
中国 政府 始终如一 地 坚持 一 个 中国 原则 , 坚决 反对 任何 把 台湾 从 中国 分割 出去 的 图谋 。	<bos> the chinese government has been consistent from beginning to end in upholding the one-china principle and resolutely opposing any attempts to separate taiwan from china . <eos>
为了 争取 和平 统一 , 中国 政府 一再 呼吁 在 一 个 中国 原则 基础 上 举行 两 岸 平等 谈判 。	<bos> in order to strive for peaceful reunification , the chinese government has repeatedly appealed for conducting cross-strait negotiation on equal footing and on the basis of one-china principle . <eos>
台湾 的 前途 只有 一 条 , 就 是 走向 与 祖国 大陆 的 统一 , 而 决 不 能 走向 分裂 。	<bos> there is only one way for taiwan in the future , namely heading towards reunification with the mainland motherland but absolutely not being separated from china . <eos>
我们 希望 美国 政府 能 信守 中 美 三 个 联合 公报 和 履行 对 台 “ 三 不 支持 ” 的 承诺 。	<bos> we hope the us government will faithfully abide by the three sino-us joint communiques and fulfill its " three noes " commitment with regard to taiwan . <eos>
白皮书 还 指出 , 台湾 实行 ‘ 一 国 两 制 ’ 的 内容 , 可以 比 港 澳 更 宽松 。	<bos> the white paper also stresses : taiwan may apply a looser form of the " one country , two systems " principle than hong kong and macao . <eos>
